,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
813461,6253522,HP342320,05/18/2008 02:30:00 AM,062XX S NORMANDY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,812,8.0,23.0,64.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813462,6253523,HP342372,05/16/2008 12:00:00 AM,012XX W 111TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,False,False,2234,22.0,34.0,75.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813463,6253525,HP342591,05/17/2008 01:30:00 PM,036XX W CONGRESS PKWY,0810,THEFT,OVER $500,OTHER,False,False,1133,11.0,28.0,27.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813466,6253529,HP333987,05/13/2008 03:50:00 PM,011XX N WESTERN AVE,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,1312,12.0,1.0,24.0,08A,,,2008,08/17/2015 03:03:40 PM,,,
813467,6253688,HP342438,05/16/2008 09:00:00 PM,011XX N LA SALLE DR,0890,THEFT,FROM BUILDING,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1824,18.0,43.0,8.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813468,6253689,HP342610,05/18/2008 12:01:00 AM,036XX W LAWRENCE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA TRAIN,False,False,1723,17.0,33.0,14.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813469,6253694,HP341872,05/17/2008 08:30:00 PM,021XX N CLARK ST,0890,THEFT,FROM BUILDING,RESTAURANT,False,False,1814,18.0,43.0,7.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813472,6254690,HP342673,05/18/2008 05:00:00 AM,029XX W WARREN BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1331,12.0,2.0,27.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813473,6254692,HP342449,05/17/2008 07:30:00 PM,006XX W MONROE ST,0810,THEFT,OVER $500,STREET,False,False,111,1.0,42.0,28.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813474,6254698,HP342628,05/17/2008 11:00:00 AM,054XX S JUSTINE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,932,9.0,16.0,61.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813475,6254699,HP342744,05/17/2008 11:23:00 PM,048XX S FORRESTVILLE AVE,2830,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,RESIDENCE,False,False,223,2.0,4.0,38.0,17,,,2008,08/17/2015 03:03:40 PM,,,
813476,6254700,HP342740,05/18/2008 01:00:00 PM,120XX S ASHLAND AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,524,5.0,34.0,53.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813477,6254766,HP342943,05/17/2008 05:00:00 PM,005XX W WEBSTER AVE,0820,THEFT,$500 AND UNDER,HOSPITAL BUILDING/GROUNDS,False,False,1812,18.0,43.0,7.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813478,6254970,HP343662,05/19/2008 02:25:41 AM,007XX N NOBLE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,True,True,1324,12.0,27.0,24.0,08B,,,2008,08/17/2015 03:03:40 PM,,,
813479,6255041,HP343767,05/18/2008 03:00:00 PM,023XX N MOBILE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2512,25.0,29.0,19.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813480,6255099,HP345278,05/11/2008 12:00:00 PM,061XX W BERENICE AVE,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,1633,16.0,38.0,17.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813481,6255100,HP344587,05/19/2008 02:45:00 PM,044XX N SHERIDAN RD,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,False,False,2313,19.0,46.0,3.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813482,6255102,HP345377,05/19/2008 09:35:00 PM,027XX N ALBANY AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,1411,14.0,35.0,22.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813483,6255104,HP345455,05/18/2008 05:00:00 PM,024XX W MORSE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,STREET,False,False,2411,24.0,50.0,2.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813484,6255105,HP344707,05/19/2008 03:45:00 PM,043XX S PACKERS AVE,0850,THEFT,ATTEMPT THEFT,OTHER,False,False,921,9.0,11.0,61.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813485,6255106,HP347045,05/20/2008 05:40:00 PM,019XX W DIVISION ST,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,BAR OR TAVERN,True,False,1424,14.0,1.0,24.0,22,,,2008,08/17/2015 03:03:40 PM,,,
813486,6255108,HP347699,05/20/2008 08:00:00 PM,064XX N ORIOLE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1612,16.0,41.0,9.0,07,,,2008,08/17/2015 03:03:40 PM,,,
813487,6255109,HP344433,05/19/2008 09:00:00 AM,005XX N MAY ST,0810,THEFT,OVER $500,OTHER,False,False,1323,12.0,27.0,24.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813488,6255341,HP341550,05/17/2008 07:14:19 PM,058XX W MADISON ST,2027,NARCOTICS,POSS: CRACK,ALLEY,True,False,1513,15.0,29.0,25.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813489,6255382,HP343846,05/18/2008 10:50:00 AM,047XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,STREET,False,False,231,2.0,3.0,38.0,08B,,,2008,08/17/2015 03:03:40 PM,,,
813490,6255539,HP321741,05/07/2008 10:00:00 AM,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,True,False,1134,11.0,24.0,29.0,26,,,2008,08/17/2015 03:03:40 PM,,,
813491,6255642,HP343892,05/18/2008 09:30:00 PM,016XX W HOLLYWOOD AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2012,20.0,40.0,77.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813492,6256213,HP324066,05/08/2008 11:02:00 AM,039XX W IOWA ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,False,False,1112,11.0,27.0,23.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813493,6255926,HP322466,05/07/2008 02:18:00 PM,001XX N LAPORTE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,1532,15.0,28.0,25.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813494,6256051,HP323719,05/08/2008 09:00:00 AM,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENCE PORCH/HALLWAY,True,False,1134,11.0,24.0,29.0,26,,,2008,08/17/2015 03:03:40 PM,,,
813495,6256054,HP323937,05/08/2008 10:22:00 AM,050XX W MONROE ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,True,False,1533,15.0,28.0,25.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813496,6256055,HP323942,05/08/2008 11:20:00 AM,048XX W GLADYS AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,True,False,1533,15.0,24.0,25.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813497,6256060,HP324527,05/08/2008 03:17:00 PM,051XX S LAFLIN ST,2017,NARCOTICS,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,True,False,933,9.0,16.0,61.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813498,6256069,HP324110,05/08/2008 12:00:00 PM,012XX W 74TH PL,2017,NARCOTICS,MANU/DELIVER:CRACK,RESIDENCE,True,False,734,7.0,17.0,67.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813499,6256188,HP328028,05/10/2008 12:35:00 PM,017XX W 68TH ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,True,False,725,7.0,17.0,67.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813500,6256193,HP327672,05/10/2008 08:41:00 AM,056XX S DR MARTIN LUTHER KING JR DR,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,True,False,234,2.0,20.0,40.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813501,6256233,HP325647,05/09/2008 09:30:00 AM,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,True,False,1134,11.0,24.0,29.0,26,,,2008,08/17/2015 03:03:40 PM,,,
813503,6256470,HP309168,04/30/2008 10:45:00 AM,008XX N MOZART ST,2017,NARCOTICS,MANU/DELIVER:CRACK,APARTMENT,True,False,1311,12.0,26.0,24.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813504,6256475,HP311043,05/01/2008 01:39:00 PM,016XX E 84TH ST,2017,NARCOTICS,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,True,False,412,4.0,8.0,45.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813505,6256479,HP313585,05/02/2008 06:14:00 PM,056XX S ELIZABETH ST,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,True,False,713,7.0,16.0,67.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813506,6256485,HP312512,05/02/2008 09:00:00 AM,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,True,False,1134,11.0,24.0,29.0,26,,,2008,08/17/2015 03:03:40 PM,,,
813507,6256489,HP310862,05/01/2008 09:00:00 AM,033XX W FILLMORE ST,2031,NARCOTICS,POSS: METHAMPHETAMINES,POLICE FACILITY/VEH PARKING LOT,True,False,1134,11.0,24.0,29.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813508,6256498,HP310846,05/01/2008 08:45:00 AM,048XX W SUPERIOR ST,2027,NARCOTICS,POSS: CRACK,RESIDENCE,True,False,1531,15.0,28.0,25.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813511,6256862,HP346007,05/20/2008 07:00:00 AM,068XX S PERRY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,False,False,722,7.0,6.0,69.0,07,,,2008,08/17/2015 03:03:40 PM,,,
813512,6256863,HP346006,05/19/2008 09:00:00 PM,020XX N CICERO AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,False,False,2522,25.0,31.0,19.0,07,,,2008,08/17/2015 03:03:40 PM,,,
813513,6256865,HP323173,05/07/2008 09:13:00 PM,023XX W VAN BUREN ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,True,False,1211,12.0,2.0,28.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813514,6256866,HP346052,05/19/2008 08:30:00 AM,069XX S KIMBARK AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,321,3.0,5.0,69.0,05,,,2008,08/17/2015 03:03:40 PM,,,
813515,6256867,HP346070,05/20/2008 10:50:00 AM,048XX W MEDILL AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,2522,25.0,31.0,19.0,26,,,2008,08/17/2015 03:03:40 PM,,,
813516,6256868,HP346112,05/18/2008 08:30:00 AM,069XX S WABASH AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,322,3.0,6.0,69.0,05,,,2008,08/17/2015 03:03:40 PM,,,
813520,6257837,HP311286,05/01/2008 03:57:00 PM,023XX W WARREN BLVD,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,True,False,1332,12.0,2.0,28.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813521,6257868,HP317683,05/05/2008 09:00:00 AM,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,True,False,1134,11.0,24.0,29.0,26,,,2008,08/17/2015 03:03:40 PM,,,
813522,6257888,HP317684,05/05/2008 09:00:00 AM,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,True,False,1134,11.0,24.0,29.0,26,,,2008,08/17/2015 03:03:40 PM,,,
813524,6258810,HP346099,05/19/2008 08:10:00 PM,050XX N SHERIDAN RD,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,NURSING HOME/RETIREMENT HOME,False,False,2024,20.0,48.0,3.0,03,,,2008,08/17/2015 03:03:40 PM,,,
813525,6259067,HP345773,05/19/2008 07:00:00 AM,019XX W IRVING PARK RD,0810,THEFT,OVER $500,STREET,False,False,1923,19.0,47.0,5.0,06,1162715.0,1926575.0,2008,02/04/2016 06:33:39 AM,41.95417672,-87.677232056,"(41.95417672, -87.677232056)"
813526,6259141,HP347372,05/20/2008 12:00:00 PM,008XX S DAMEN AVE,0890,THEFT,FROM BUILDING,HOSPITAL BUILDING/GROUNDS,False,False,1224,12.0,2.0,28.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813527,6259142,HP347520,05/21/2008 01:03:00 AM,031XX W DIVERSEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,True,False,1411,14.0,35.0,21.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813528,6259143,HP347578,05/17/2008 11:10:00 AM,007XX N DEARBORN ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,1832,18.0,42.0,8.0,26,,,2008,08/17/2015 03:03:40 PM,,,
813529,6259352,HP346811,05/20/2008 01:00:00 PM,009XX N MICHIGAN AVE,0810,THEFT,OVER $500,STREET,False,False,1833,18.0,42.0,8.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813531,6259411,HP347080,05/20/2008 09:10:00 AM,045XX S RICHMOND ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,False,False,912,9.0,14.0,58.0,05,,,2008,08/17/2015 03:03:40 PM,,,
813532,6259368,HP346881,05/20/2008 03:00:00 PM,029XX N BURLING ST,0810,THEFT,OVER $500,STREET,False,False,1932,19.0,44.0,6.0,06,1170759.0,1919631.0,2008,02/04/2016 06:33:39 AM,41.934949323,-87.64786557,"(41.934949323, -87.64786557)"
813533,6259416,HP347146,05/20/2008 08:00:00 PM,011XX N OAKLEY BLVD,0560,ASSAULT,SIMPLE,HOSPITAL BUILDING/GROUNDS,False,False,1312,12.0,32.0,24.0,08A,,,2008,08/17/2015 03:03:40 PM,,,
813534,6259610,HP347637,05/21/2008 05:30:00 AM,059XX S HONORE ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,714,7.0,15.0,67.0,26,,,2008,08/17/2015 03:03:40 PM,,,
813537,6260050,HP347701,05/20/2008 08:00:00 PM,041XX W POTOMAC AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2534,25.0,37.0,23.0,07,,,2008,08/17/2015 03:03:40 PM,,,
813539,6260062,HP347978,05/21/2008 09:00:00 AM,034XX W DIVERSEY AVE,0890,THEFT,FROM BUILDING,RESTAURANT,False,False,1412,14.0,35.0,21.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813540,6260063,HP348144,05/21/2008 12:00:00 AM,007XX E 78TH ST,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,624,6.0,6.0,69.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813542,6260067,HP349319,05/21/2008 09:19:00 PM,025XX W CORTLAND ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,True,False,1434,14.0,1.0,22.0,15,,,2008,08/17/2015 03:03:40 PM,,,
813543,6260068,HP349337,05/21/2008 09:20:00 PM,040XX W POTOMAC AVE,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,ALLEY,True,False,2534,25.0,27.0,23.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813544,6260069,HP348800,05/21/2008 01:15:00 PM,013XX N CAMPBELL AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,True,False,1423,14.0,26.0,24.0,05,,,2008,08/17/2015 03:03:40 PM,,,
813546,6260946,HP348534,05/21/2008 03:20:00 PM,058XX W NORTH AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,True,False,2531,25.0,29.0,25.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813547,6261111,HP324347,05/08/2008 02:30:00 PM,066XX S DAMEN AVE,2022,NARCOTICS,POSS: COCAINE,STREET,True,False,726,7.0,15.0,67.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813548,6261183,HP348101,05/21/2008 03:00:00 AM,0000X W DIVISION ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,TAVERN/LIQUOR STORE,False,False,1824,18.0,42.0,8.0,11,,,2008,08/17/2015 03:03:40 PM,,,
813552,6262020,HP349856,05/22/2008 12:00:00 AM,052XX W WELLINGTON AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,2514,25.0,31.0,19.0,08A,,,2008,08/17/2015 03:03:40 PM,,,
813553,6261970,HP349321,05/21/2008 02:55:00 PM,034XX W EVERGREEN AVE,0266,CRIM SEXUAL ASSAULT,PREDATORY,APARTMENT,True,True,1422,14.0,26.0,23.0,02,,,2008,08/17/2015 03:03:40 PM,,,
813554,6261971,HP349733,04/29/2008 07:00:00 AM,012XX N MILWAUKEE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,False,False,1433,14.0,1.0,24.0,11,,,2008,08/17/2015 03:03:40 PM,,,
813555,6261972,HP349799,05/22/2008 08:35:00 AM,019XX N HUMBOLDT BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,False,False,1421,14.0,35.0,22.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813556,6261973,HP350225,05/22/2008 12:15:00 PM,026XX N ELSTON AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,1432,14.0,1.0,22.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813557,6261975,HP350120,05/22/2008 12:06:00 PM,017XX N FRANCISCO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1421,14.0,1.0,24.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813558,6261976,HP350255,05/22/2008 12:00:00 AM,001XX N JEFFERSON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,False,111,1.0,42.0,28.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813559,6261977,HP349839,05/21/2008 09:20:00 PM,041XX N ST LOUIS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1723,17.0,33.0,16.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813560,6261978,HP350266,05/22/2008 12:00:00 AM,055XX W HADDON AVE,0820,THEFT,$500 AND UNDER,RESIDENCE-GARAGE,False,False,1524,15.0,37.0,25.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813561,6261979,HP350349,05/21/2008 08:00:00 PM,063XX S STEWART AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,722,7.0,20.0,68.0,26,,,2008,08/17/2015 03:03:40 PM,,,
813562,6261984,HP350354,05/22/2008 04:15:00 AM,029XX N WISNER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1412,14.0,35.0,21.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813567,6262845,HP334638,05/14/2008 10:00:00 AM,033XX W FILLMORE ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,POLICE FACILITY/VEH PARKING LOT,True,False,1134,11.0,24.0,29.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813568,6262876,HP337170,05/15/2008 03:02:00 PM,016XX E 83RD ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,True,False,411,4.0,8.0,45.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813569,6262881,HP335051,05/14/2008 12:16:00 PM,024XX E 79TH ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SMALL RETAIL STORE,True,False,422,4.0,7.0,46.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813571,6263131,HP349247,05/21/2008 04:00:00 PM,039XX W WRIGHTWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,2524,25.0,30.0,22.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813572,6263146,HP351198,05/22/2008 09:23:00 PM,118XX S LAFAYETTE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,522,5.0,34.0,53.0,08B,,,2008,08/17/2015 03:03:40 PM,,,
813573,6263170,HP335123,05/14/2008 02:02:00 PM,078XX S DOBSON AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,True,False,624,6.0,8.0,69.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813575,6263239,HP335863,05/14/2008 06:15:00 PM,053XX S PULASKI RD,2012,NARCOTICS,MANU/DELIVER:COCAINE,STREET,True,False,815,8.0,23.0,62.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813576,6263247,HP323221,05/07/2008 04:10:00 PM,053XX S KEDZIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,822,8.0,14.0,63.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813577,6263263,HP336716,05/15/2008 09:00:00 AM,033XX W FILLMORE ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,POLICE FACILITY/VEH PARKING LOT,True,False,1134,11.0,24.0,29.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813580,6263737,HP331414,05/12/2008 01:30:00 PM,093XX S ADA ST,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,True,False,2222,22.0,21.0,73.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813583,6264217,HP345320,05/19/2008 09:09:06 PM,038XX W BELMONT AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,False,False,2523,25.0,30.0,21.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813584,6264255,HP351539,05/23/2008 12:00:00 AM,021XX S HARDING AVE,0890,THEFT,FROM BUILDING,RESIDENCE,False,True,1014,10.0,24.0,29.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813585,6264257,HP351547,05/22/2008 08:00:00 PM,049XX S KEDVALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,815,8.0,14.0,57.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813586,6264258,HP351575,05/23/2008 12:00:00 AM,102XX S RACINE AVE,0890,THEFT,FROM BUILDING,RESIDENCE,False,True,2232,22.0,34.0,73.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813587,6264259,HP351570,05/23/2008 12:00:00 AM,095XX S PERRY AVE,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,False,False,511,5.0,21.0,49.0,07,,,2008,08/17/2015 03:03:40 PM,,,
813588,6264260,HP351554,05/23/2008 12:00:00 AM,014XX W DIVERSEY PKWY,0810,THEFT,OVER $500,STREET,False,False,1931,19.0,32.0,6.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813589,6264261,HP351600,05/23/2008 12:00:00 AM,065XX S ASHLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,False,False,725,7.0,15.0,67.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813590,6264262,HP351597,05/22/2008 10:00:00 PM,031XX S LITUANICA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,924,9.0,11.0,60.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813591,6264263,HP351596,05/22/2008 08:00:00 PM,015XX W 19TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1222,12.0,25.0,31.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813592,6267498,HP354708,05/24/2008 07:00:00 PM,037XX W LEXINGTON ST,0810,THEFT,OVER $500,STREET,False,False,1133,11.0,24.0,27.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813596,6266033,HP217481,03/10/2008 12:25:00 PM,059XX W LE MOYNE ST,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,True,False,2531,25.0,29.0,25.0,18,,,2008,08/17/2015 03:03:40 PM,,,
813597,6266125,HP353573,05/24/2008 12:00:00 AM,035XX W 63RD PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,823,8.0,15.0,66.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813598,6266126,HP353612,05/23/2008 04:00:00 PM,048XX W BALMORAL AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,False,False,1621,16.0,45.0,12.0,05,,,2008,08/17/2015 03:03:40 PM,,,
813599,6266127,HP353594,05/24/2008 12:00:00 AM,039XX N NORA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1632,16.0,38.0,17.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813600,6266128,HP353568,05/24/2008 12:00:00 AM,051XX W MAYPOLE AVE,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,1532,15.0,28.0,25.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813601,6266129,HP353596,05/24/2008 12:00:00 AM,007XX N MICHIGAN AVE,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,False,False,1834,18.0,42.0,8.0,05,,,2008,08/17/2015 03:03:40 PM,,,
813603,6266202,HP352690,05/16/2008 07:30:00 PM,018XX W BELLE PLAINE AVE,0810,THEFT,OVER $500,STREET,False,False,1923,19.0,47.0,5.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813605,6266391,HP347131,05/20/2008 07:30:08 PM,016XX W CERMAK RD,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,PARKING LOT/GARAGE(NON.RESID.),True,False,1034,10.0,25.0,31.0,14,,,2008,08/17/2015 03:03:40 PM,,,
813606,6266392,HP347556,05/21/2008 01:35:00 AM,014XX S PULASKI RD,0261,CRIM SEXUAL ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,True,False,1011,10.0,24.0,29.0,02,,,2008,08/17/2015 03:03:40 PM,,,
813607,6266393,HP339885,05/16/2008 08:30:00 PM,027XX S SACRAMENTO AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1033,10.0,12.0,30.0,06,,,2008,08/17/2015 03:03:40 PM,,,
813609,6266406,HP342489,04/01/2008 10:30:00 AM,029XX N CENTRAL PARK AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,1412,14.0,35.0,21.0,05,,,2008,08/17/2015 03:03:40 PM,,,
813610,6266408,HP342544,05/05/2008 07:00:00 PM,0000X W OHIO ST,0870,THEFT,POCKET-PICKING,STREET,False,False,1832,18.0,42.0,8.0,06,,,2008,08/17/2015 03:03:40 PM,,,
